TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherName,Age_x,Gender_x,Expertise,YearsOfExperience,TeacherRating,UserName,Age_y,Gender_y,Email,PriceBand,ExperienceLevel,RatingTier,EnrollmentCount,Revenue
TT00011,U00013,CR00060,26/11/2025,0.0,PayPal,TC00042,Content Creation,5,0,1,0.0,8.95,2.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,cherrykathleen,33,Female,michelewatkins@outlook.com,0,1,1,1,0.0
TT00012,U00013,CR00030,20/1/2025,0.0,Bank Transfer,TC00042,Reinforcement Learning,7,0,2,0.0,38.49,1.73,Yolanda Levine,49,Female,Machine Learning,21,4.97,cherrykathleen,33,Female,michelewatkins@outlook.com,0,1,1,1,0.0
TT00013,U00013,CR00056,28/8/2025,212.39,Bank Transfer,TC00042,Google Ads Mastery,5,1,0,212.39,22.89,3.15,Yolanda Levine,49,Female,Machine Learning,21,4.97,cherrykathleen,33,Female,michelewatkins@outlook.com,1,1,1,1,212.39
TT00014,U00015,CR00045,27/4/2025,0.0,PayPal,TC00040,Financial Modeling,6,0,0,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,tbaker,27,Female,kelly33@yahoo.com,0,1,1,1,0.0
TT00015,U00015,CR00046,19/2/2025,248.1,Bank Transfer,TC00040,AI for Beginners,0,1,1,248.1,9.4,1.2,Kimberly Miller,49,Male,Cybersecurity,24,4.58,tbaker,27,Female,kelly33@yahoo.com,1,1,1,1,248.1
TT00016,U00015,CR00040,22/12/2025,327.99,Credit Card,TC00040,Leadership in Projects,10,1,1,327.99,12.13,1.51,Kimberly Miller,49,Male,Cybersecurity,24,4.58,tbaker,27,Female,kelly33@yahoo.com,1,1,1,1,327.99
TT00017,U00015,CR00019,14/7/2025,0.0,Bank Transfer,TC00042,Content Marketing,8,0,0,0.0,18.0,2.98,Yolanda Levine,49,Female,Machine Learning,21,4.97,tbaker,27,Female,kelly33@yahoo.com,0,1,1,1,0.0
TT00018,U00018,CR00046,22/5/2025,248.1,Credit Card,TC00040,AI for Beginners,0,1,1,248.1,9.4,1.2,Kimberly Miller,49,Male,Cybersecurity,24,4.58,nicole97,24,Female,aprilharrell@hotmail.com,1,1,1,1,248.1
TT00019,U00018,CR00047,21/4/2025,89.59,PayPal,TC00040,Natural Language Processing,0,1,2,89.59,1.55,2.68,Kimberly Miller,49,Male,Cybersecurity,24,4.58,nicole97,24,Female,aprilharrell@hotmail.com,1,1,1,1,89.59
TT00020,U00018,CR00045,12/1/2025,0.0,Credit Card,TC00040,Financial Modeling,6,0,0,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,nicole97,24,Female,aprilharrell@hotmail.com,0,1,1,1,0.0
TT00021,U00018,CR00001,24/3/2025,472.28,PayPal,TC00042,Python Basics,9,1,1,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,nicole97,24,Female,aprilharrell@hotmail.com,1,1,1,1,472.28
TT00022,U00018,CR00029,20/1/2025,0.0,Credit Card,TC00042,Natural Language Processing,7,0,1,0.0,16.33,1.13,Yolanda Levine,49,Female,Machine Learning,21,4.97,nicole97,24,Female,aprilharrell@hotmail.com,0,1,1,1,0.0
TT00023,U00028,CR00040,6/5/2025,327.99,Bank Transfer,TC00042,Leadership in Projects,10,1,1,327.99,12.13,1.51,Yolanda Levine,49,Female,Machine Learning,21,4.97,zgomez,30,Female,rwhitaker@outlook.com,1,1,1,1,327.99
TT00024,U00028,CR00010,12/8/2025,0.0,Bank Transfer,TC00042,3D Modeling,4,0,0,0.0,15.29,4.45,Yolanda Levine,49,Female,Machine Learning,21,4.97,zgomez,30,Female,rwhitaker@outlook.com,0,1,1,1,0.0
TT00025,U00028,CR00056,4/3/2025,212.39,Credit Card,TC00040,Google Ads Mastery,5,1,0,212.39,22.89,3.15,Kimberly Miller,49,Male,Cybersecurity,24,4.58,zgomez,30,Female,rwhitaker@outlook.com,1,1,1,1,212.39
TT00026,U00028,CR00021,17/4/2025,0.0,Credit Card,TC00040,Data Analysis with Python,3,0,2,0.0,1.2,3.6,Kimberly Miller,49,Male,Cybersecurity,24,4.58,zgomez,30,Female,rwhitaker@outlook.com,0,1,1,1,0.0
TT00027,U00028,CR00031,20/4/2025,0.0,Bank Transfer,TC00040,Network Security,2,0,2,0.0,26.52,1.91,Kimberly Miller,49,Male,Cybersecurity,24,4.58,zgomez,30,Female,rwhitaker@outlook.com,0,1,1,1,0.0
TT00028,U00045,CR00043,6/5/2025,0.0,Credit Card,TC00040,Corporate Finance,6,0,1,0.0,31.77,4.14,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com,0,1,1,1,0.0
TT00029,U00045,CR00036,28/4/2025,0.0,PayPal,TC00040,Agile Project Management,10,0,1,0.0,15.75,4.68,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com,0,1,1,1,0.0
TT00030,U00045,CR00045,10/7/2025,0.0,Bank Transfer,TC00040,Financial Modeling,6,0,0,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com,0,1,1,1,0.0
TT00031,U00045,CR00035,27/7/2025,0.0,Credit Card,TC00040,Cyber Threat Intelligence,2,0,1,0.0,42.59,4.94,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodneystevens,23,Female,mitchellwilliam@yahoo.com,0,1,1,1,0.0
TT00032,U00048,CR00022,19/11/2025,0.0,Bank Transfer,TC00040,Data Visualization,3,0,1,0.0,32.64,3.65,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com,0,1,1,1,0.0
TT00033,U00048,CR00016,21/3/2025,0.0,Bank Transfer,TC00040,Digital Marketing,8,0,2,0.0,42.68,4.72,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com,0,1,1,1,0.0
TT00034,U00048,CR00037,25/5/2025,0.0,PayPal,TC00040,Scrum Essentials,10,0,2,0.0,33.93,3.45,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com,0,1,1,1,0.0
TT00035,U00048,CR00025,8/5/2025,299.57,Credit Card,TC00040,Statistical Analysis,3,1,1,299.57,48.32,3.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,willie71,19,Male,zgarza@hotmail.com,1,1,1,1,299.57
TT00036,U00055,CR00058,29/4/2025,0.0,Bank Transfer,TC00040,Social Media Strategy,5,0,1,0.0,1.46,4.44,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hallandrea,31,Female,michelle73@gmail.com,0,1,1,1,0.0
TT00037,U00055,CR00057,17/5/2025,177.34,PayPal,TC00040,SEO for E-commerce,5,1,0,177.34,49.73,3.89,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hallandrea,31,Female,michelle73@gmail.com,1,1,1,1,177.34
TT00038,U00055,CR00014,21/9/2025,0.0,Credit Card,TC00040,Sales Mastery,1,0,0,0.0,22.29,3.15,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hallandrea,31,Female,michelle73@gmail.com,0,1,1,1,0.0
TT00039,U00055,CR00016,2/6/2025,0.0,Credit Card,TC00042,Digital Marketing,8,0,2,0.0,42.68,4.72,Yolanda Levine,49,Female,Machine Learning,21,4.97,hallandrea,31,Female,michelle73@gmail.com,0,1,1,1,0.0
TT00040,U00055,CR00051,14/9/2025,37.89,PayPal,TC00042,HTML & CSS,11,1,0,37.89,24.11,1.3,Yolanda Levine,49,Female,Machine Learning,21,4.97,hallandrea,31,Female,michelle73@gmail.com,1,1,1,1,37.89
TT00041,U00071,CR00025,2/3/2025,299.57,Credit Card,TC00042,Statistical Analysis,3,1,1,299.57,48.32,3.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,kevin94,30,Female,gonzalezchristine@hotmail.com,1,1,1,1,299.57
TT00042,U00071,CR00048,18/3/2025,0.0,Bank Transfer,TC00042,AI Ethics,0,0,1,0.0,42.7,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,kevin94,30,Female,gonzalezchristine@hotmail.com,0,1,1,1,0.0
TT00043,U00071,CR00015,16/10/2025,285.05,Bank Transfer,TC00040,Leadership Essentials,1,1,1,285.05,34.78,1.96,Kimberly Miller,49,Male,Cybersecurity,24,4.58,kevin94,30,Female,gonzalezchristine@hotmail.com,1,1,1,1,285.05
TT00044,U00083,CR00028,8/12/2025,0.78,PayPal,TC00042,Deep Learning,7,1,0,0.78,44.96,3.89,Yolanda Levine,49,Female,Machine Learning,21,4.97,james92,16,Male,kconrad@gmail.com,1,1,1,1,0.78
TT00045,U00083,CR00054,9/9/2025,0.0,Bank Transfer,TC00042,Backend Development with Node.js,11,0,1,0.0,48.57,3.32,Yolanda Levine,49,Female,Machine Learning,21,4.97,james92,16,Male,kconrad@gmail.com,0,1,1,1,0.0
TT00046,U00083,CR00044,21/9/2025,119.04,Credit Card,TC00040,Personal Finance,6,1,2,119.04,23.41,2.75,Kimberly Miller,49,Male,Cybersecurity,24,4.58,james92,16,Male,kconrad@gmail.com,1,1,1,1,119.04
TT00047,U00083,CR00040,15/11/2025,327.99,PayPal,TC00040,Leadership in Projects,10,1,1,327.99,12.13,1.51,Kimberly Miller,49,Male,Cybersecurity,24,4.58,james92,16,Male,kconrad@gmail.com,1,1,1,1,327.99
TT00048,U00085,CR00035,11/11/2025,0.0,Bank Transfer,TC00040,Cyber Threat Intelligence,2,0,1,0.0,42.59,4.94,Kimberly Miller,49,Male,Cybersecurity,24,4.58,scottluna,22,Female,adam86@yahoo.com,0,1,1,1,0.0
TT00049,U00085,CR00053,15/6/2025,0.0,Credit Card,TC00040,React for Beginners,11,0,0,0.0,40.07,2.67,Kimberly Miller,49,Male,Cybersecurity,24,4.58,scottluna,22,Female,adam86@yahoo.com,0,1,1,1,0.0
TT00050,U00085,CR00002,1/3/2025,0.0,Credit Card,TC00042,Java Programming,9,0,2,0.0,37.7,2.43,Yolanda Levine,49,Female,Machine Learning,21,4.97,scottluna,22,Female,adam86@yahoo.com,0,1,1,1,0.0
TT00051,U00109,CR00002,26/4/2025,0.0,PayPal,TC00040,Java Programming,9,0,2,0.0,37.7,2.43,Kimberly Miller,49,Male,Cybersecurity,24,4.58,amyschmidt,15,Female,alicia06@yahoo.com,0,1,1,1,0.0
TT00052,U00109,CR00023,11/2/2025,0.0,Credit Card,TC00040,Machine Learning Fundamentals,3,0,2,0.0,9.71,3.02,Kimberly Miller,49,Male,Cybersecurity,24,4.58,amyschmidt,15,Female,alicia06@yahoo.com,0,1,1,1,0.0
TT00053,U00109,CR00054,21/2/2025,0.0,Credit Card,TC00040,Backend Development with Node.js,11,0,1,0.0,48.57,3.32,Kimberly Miller,49,Male,Cybersecurity,24,4.58,amyschmidt,15,Female,alicia06@yahoo.com,0,1,1,1,0.0
TT00054,U00112,CR00024,21/10/2025,117.68,PayPal,TC00042,Big Data Analytics,3,1,0,117.68,48.09,2.57,Yolanda Levine,49,Female,Machine Learning,21,4.97,williamswilliam,34,Female,qmiller@yahoo.com,1,1,1,1,117.68
TT00055,U00112,CR00036,7/4/2025,0.0,PayPal,TC00040,Agile Project Management,10,0,1,0.0,15.75,4.68,Kimberly Miller,49,Male,Cybersecurity,24,4.58,williamswilliam,34,Female,qmiller@yahoo.com,0,1,1,1,0.0
TT00056,U00112,CR00007,22/2/2025,0.0,PayPal,TC00040,UI/UX Design,4,0,0,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,williamswilliam,34,Female,qmiller@yahoo.com,0,1,1,1,0.0
TT00057,U00112,CR00016,5/6/2025,0.0,Bank Transfer,TC00042,Digital Marketing,8,0,2,0.0,42.68,4.72,Yolanda Levine,49,Female,Machine Learning,21,4.97,williamswilliam,34,Female,qmiller@yahoo.com,0,1,1,1,0.0
TT00058,U00112,CR00023,25/2/2025,0.0,PayPal,TC00040,Machine Learning Fundamentals,3,0,2,0.0,9.71,3.02,Kimberly Miller,49,Male,Cybersecurity,24,4.58,williamswilliam,34,Female,qmiller@yahoo.com,0,1,1,1,0.0
TT00059,U00117,CR00008,15/10/2025,0.0,PayPal,TC00042,Photoshop Mastery,4,0,0,0.0,2.87,1.52,Yolanda Levine,49,Female,Machine Learning,21,4.97,kristin26,19,Female,megan10@gmail.com,0,1,1,1,0.0
TT00060,U00117,CR00027,3/8/2025,0.0,Credit Card,TC00042,Neural Networks,7,0,0,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,kristin26,19,Female,megan10@gmail.com,0,1,1,1,0.0
TT00061,U00117,CR00001,28/11/2025,472.28,PayPal,TC00040,Python Basics,9,1,1,472.28,11.0,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,kristin26,19,Female,megan10@gmail.com,1,1,1,1,472.28
TT00062,U00126,CR00060,17/7/2025,0.0,PayPal,TC00042,Content Creation,5,0,1,0.0,8.95,2.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com,0,1,1,1,0.0
TT00063,U00126,CR00036,1/10/2025,0.0,Credit Card,TC00042,Agile Project Management,10,0,1,0.0,15.75,4.68,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com,0,1,1,1,0.0
TT00064,U00126,CR00050,6/1/2025,490.9,Bank Transfer,TC00042,Computer Vision,0,1,1,490.9,7.55,4.55,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com,1,1,1,1,490.9
TT00065,U00126,CR00028,16/4/2025,0.78,Credit Card,TC00042,Deep Learning,7,1,0,0.78,44.96,3.89,Yolanda Levine,49,Female,Machine Learning,21,4.97,zhall,23,Female,juliecervantes@yahoo.com,1,1,1,1,0.78
TT00066,U00128,CR00027,21/2/2025,0.0,Credit Card,TC00042,Neural Networks,7,0,0,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,misty15,35,Female,thomasharris@yahoo.com,0,1,1,1,0.0
TT00067,U00128,CR00054,10/12/2025,0.0,PayPal,TC00042,Backend Development with Node.js,11,0,1,0.0,48.57,3.32,Yolanda Levine,49,Female,Machine Learning,21,4.97,misty15,35,Female,thomasharris@yahoo.com,0,1,1,1,0.0
TT00068,U00128,CR00050,3/1/2025,490.9,Credit Card,TC00040,Computer Vision,0,1,1,490.9,7.55,4.55,Kimberly Miller,49,Male,Cybersecurity,24,4.58,misty15,35,Female,thomasharris@yahoo.com,1,1,1,1,490.9
TT00069,U00133,CR00052,5/6/2025,0.0,Credit Card,TC00042,JavaScript Mastery,11,0,1,0.0,40.76,2.2,Yolanda Levine,49,Female,Machine Learning,21,4.97,mccarthyscott,21,Male,raymondthomas@gmail.com,0,1,1,1,0.0
TT00070,U00133,CR00010,19/7/2025,0.0,PayPal,TC00042,3D Modeling,4,0,0,0.0,15.29,4.45,Yolanda Levine,49,Female,Machine Learning,21,4.97,mccarthyscott,21,Male,raymondthomas@gmail.com,0,1,1,1,0.0
TT00071,U00133,CR00041,10/10/2025,53.86,Credit Card,TC00042,Financial Accounting,6,1,1,53.86,47.08,2.47,Yolanda Levine,49,Female,Machine Learning,21,4.97,mccarthyscott,21,Male,raymondthomas@gmail.com,1,1,1,1,53.86
TT00072,U00133,CR00055,5/7/2025,57.32,Credit Card,TC00040,Full-Stack Web Development,11,1,0,57.32,43.95,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,mccarthyscott,21,Male,raymondthomas@gmail.com,1,1,1,1,57.32
TT00073,U00133,CR00004,24/3/2025,0.0,Credit Card,TC00040,Advanced Python,9,0,1,0.0,45.13,2.88,Kimberly Miller,49,Male,Cybersecurity,24,4.58,mccarthyscott,21,Male,raymondthomas@gmail.com,0,1,1,1,0.0
TT00074,U00134,CR00055,11/2/2025,57.32,PayPal,TC00040,Full-Stack Web Development,11,1,0,57.32,43.95,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,syoung,26,Female,kroy@gmail.com,1,1,1,1,57.32
TT00075,U00134,CR00012,29/12/2025,487.92,PayPal,TC00040,Business Strategy,1,1,0,487.92,36.01,3.64,Kimberly Miller,49,Male,Cybersecurity,24,4.58,syoung,26,Female,kroy@gmail.com,1,1,1,1,487.92
TT00076,U00134,CR00030,17/8/2025,0.0,Credit Card,TC00042,Reinforcement Learning,7,0,2,0.0,38.49,1.73,Yolanda Levine,49,Female,Machine Learning,21,4.97,syoung,26,Female,kroy@gmail.com,0,1,1,1,0.0
TT00077,U00134,CR00011,17/10/2025,326.02,Credit Card,TC00040,Entrepreneurship 101,1,1,2,326.02,11.31,2.69,Kimberly Miller,49,Male,Cybersecurity,24,4.58,syoung,26,Female,kroy@gmail.com,1,1,1,1,326.02
TT00078,U00144,CR00032,28/12/2025,0.0,Bank Transfer,TC00040,Ethical Hacking,2,0,0,0.0,16.74,2.38,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodgerspaul,24,Female,amy66@hotmail.com,0,1,1,1,0.0
TT00079,U00144,CR00020,3/10/2025,0.0,Credit Card,TC00042,Email Marketing,8,0,2,0.0,46.25,4.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,rodgerspaul,24,Female,amy66@hotmail.com,0,1,1,1,0.0
TT00080,U00144,CR00042,13/7/2025,0.0,Bank Transfer,TC00040,Investment Strategies,6,0,2,0.0,34.83,4.1,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodgerspaul,24,Female,amy66@hotmail.com,0,1,1,1,0.0
TT00081,U00144,CR00012,18/3/2025,487.92,Credit Card,TC00042,Business Strategy,1,1,0,487.92,36.01,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,rodgerspaul,24,Female,amy66@hotmail.com,1,1,1,1,487.92
TT00082,U00147,CR00007,2/9/2025,0.0,PayPal,TC00040,UI/UX Design,4,0,0,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,patricklaura,30,Male,barbarapatterson@yahoo.com,0,1,1,1,0.0
TT00083,U00147,CR00021,3/12/2025,0.0,PayPal,TC00040,Data Analysis with Python,3,0,2,0.0,1.2,3.6,Kimberly Miller,49,Male,Cybersecurity,24,4.58,patricklaura,30,Male,barbarapatterson@yahoo.com,0,1,1,1,0.0
TT00084,U00147,CR00044,30/9/2025,119.04,PayPal,TC00042,Personal Finance,6,1,2,119.04,23.41,2.75,Yolanda Levine,49,Female,Machine Learning,21,4.97,patricklaura,30,Male,barbarapatterson@yahoo.com,1,1,1,1,119.04
TT00085,U00147,CR00001,14/11/2025,472.28,Credit Card,TC00042,Python Basics,9,1,1,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,patricklaura,30,Male,barbarapatterson@yahoo.com,1,1,1,1,472.28
TT00086,U00149,CR00021,11/3/2025,0.0,Bank Transfer,TC00040,Data Analysis with Python,3,0,2,0.0,1.2,3.6,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jacksonanthony,17,Female,yspencer@gmail.com,0,1,1,1,0.0
TT00087,U00149,CR00032,24/2/2025,0.0,Bank Transfer,TC00040,Ethical Hacking,2,0,0,0.0,16.74,2.38,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jacksonanthony,17,Female,yspencer@gmail.com,0,1,1,1,0.0
TT00088,U00149,CR00049,6/7/2025,415.51,PayPal,TC00042,Deep Learning,0,1,2,415.51,28.33,3.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,jacksonanthony,17,Female,yspencer@gmail.com,1,1,1,1,415.51
TT00089,U00152,CR00033,12/5/2025,0.0,Credit Card,TC00040,Cybersecurity Fundamentals,2,0,2,0.0,48.25,3.93,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hhill,19,Female,keith03@outlook.com,0,1,1,1,0.0
TT00090,U00152,CR00001,5/11/2025,472.28,Credit Card,TC00042,Python Basics,9,1,1,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,hhill,19,Female,keith03@outlook.com,1,1,1,1,472.28
TT00091,U00152,CR00008,20/4/2025,0.0,PayPal,TC00040,Photoshop Mastery,4,0,0,0.0,2.87,1.52,Kimberly Miller,49,Male,Cybersecurity,24,4.58,hhill,19,Female,keith03@outlook.com,0,1,1,1,0.0
TT00092,U00161,CR00024,27/6/2025,117.68,PayPal,TC00040,Big Data Analytics,3,1,0,117.68,48.09,2.57,Kimberly Miller,49,Male,Cybersecurity,24,4.58,lawrence17,25,Female,tstone@outlook.com,1,1,1,1,117.68
TT00093,U00161,CR00042,11/3/2025,0.0,Bank Transfer,TC00042,Investment Strategies,6,0,2,0.0,34.83,4.1,Yolanda Levine,49,Female,Machine Learning,21,4.97,lawrence17,25,Female,tstone@outlook.com,0,1,1,1,0.0
TT00094,U00161,CR00008,16/4/2025,0.0,Credit Card,TC00042,Photoshop Mastery,4,0,0,0.0,2.87,1.52,Yolanda Levine,49,Female,Machine Learning,21,4.97,lawrence17,25,Female,tstone@outlook.com,0,1,1,1,0.0
TT00095,U00161,CR00054,7/10/2025,0.0,Credit Card,TC00040,Backend Development with Node.js,11,0,1,0.0,48.57,3.32,Kimberly Miller,49,Male,Cybersecurity,24,4.58,lawrence17,25,Female,tstone@outlook.com,0,1,1,1,0.0
TT00096,U00166,CR00002,3/1/2025,0.0,Bank Transfer,TC00040,Java Programming,9,0,2,0.0,37.7,2.43,Kimberly Miller,49,Male,Cybersecurity,24,4.58,campbellkelsey,33,Male,hinesjoshua@gmail.com,0,1,1,1,0.0
TT00097,U00166,CR00004,11/7/2025,0.0,Credit Card,TC00042,Advanced Python,9,0,1,0.0,45.13,2.88,Yolanda Levine,49,Female,Machine Learning,21,4.97,campbellkelsey,33,Male,hinesjoshua@gmail.com,0,1,1,1,0.0
TT00098,U00166,CR00020,11/12/2025,0.0,PayPal,TC00042,Email Marketing,8,0,2,0.0,46.25,4.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,campbellkelsey,33,Male,hinesjoshua@gmail.com,0,1,1,1,0.0
TT00099,U00166,CR00018,30/10/2025,0.0,Credit Card,TC00040,Social Media Marketing,8,0,0,0.0,15.44,2.01,Kimberly Miller,49,Male,Cybersecurity,24,4.58,campbellkelsey,33,Male,hinesjoshua@gmail.com,0,1,1,1,0.0
TT00100,U00169,CR00013,20/4/2025,0.0,PayPal,TC00042,Finance for Startups,1,0,0,0.0,15.84,2.0,Yolanda Levine,49,Female,Machine Learning,21,4.97,vasquezjohn,24,Male,youngmaurice@yahoo.com,0,1,1,1,0.0
TT00101,U00169,CR00044,29/4/2025,119.04,Credit Card,TC00040,Personal Finance,6,1,2,119.04,23.41,2.75,Kimberly Miller,49,Male,Cybersecurity,24,4.58,vasquezjohn,24,Male,youngmaurice@yahoo.com,1,1,1,1,119.04
TT00102,U00169,CR00034,24/11/2025,394.26,PayPal,TC00040,Data Encryption,2,1,2,394.26,47.44,1.35,Kimberly Miller,49,Male,Cybersecurity,24,4.58,vasquezjohn,24,Male,youngmaurice@yahoo.com,1,1,1,1,394.26
TT00103,U00169,CR00027,15/2/2025,0.0,Bank Transfer,TC00042,Neural Networks,7,0,0,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,vasquezjohn,24,Male,youngmaurice@yahoo.com,0,1,1,1,0.0
TT00104,U00173,CR00016,3/4/2025,0.0,Credit Card,TC00040,Digital Marketing,8,0,2,0.0,42.68,4.72,Kimberly Miller,49,Male,Cybersecurity,24,4.58,fernando38,31,Male,patriciagarcia@gmail.com,0,1,1,1,0.0
TT00105,U00173,CR00029,26/7/2025,0.0,PayPal,TC00042,Natural Language Processing,7,0,1,0.0,16.33,1.13,Yolanda Levine,49,Female,Machine Learning,21,4.97,fernando38,31,Male,patriciagarcia@gmail.com,0,1,1,1,0.0
TT00106,U00173,CR00048,13/9/2025,0.0,Bank Transfer,TC00042,AI Ethics,0,0,1,0.0,42.7,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,fernando38,31,Male,patriciagarcia@gmail.com,0,1,1,1,0.0
TT00107,U00177,CR00021,24/11/2025,0.0,Bank Transfer,TC00042,Data Analysis with Python,3,0,2,0.0,1.2,3.6,Yolanda Levine,49,Female,Machine Learning,21,4.97,torreschristine,29,Female,adriana95@yahoo.com,0,1,1,1,0.0
TT00108,U00177,CR00006,9/4/2025,276.37,PayPal,TC00040,Graphic Design Basics,4,1,0,276.37,48.84,2.72,Kimberly Miller,49,Male,Cybersecurity,24,4.58,torreschristine,29,Female,adriana95@yahoo.com,1,1,1,1,276.37
